,non-chitinase,Chitinase,Real
1636,0.003570282,0.99642974,1
1637,0.003570282,0.99642974,1
1638,0.003570282,0.99642974,1
1639,4.78E-06,0.99999523,1
1640,1.65E-05,0.99998343,1
1641,3.67E-07,0.99999964,1
1642,3.24E-07,0.99999964,1
1643,0.000120013,0.99987996,1
1644,0.000168745,0.9998312,1
1645,0.000168745,0.9998312,1
1646,2.38E-05,0.9999763,1
1647,1.85E-05,0.9999815,1
1648,1.48E-05,0.9999852,1
1649,0.000264752,0.9997353,1
1650,1.62E-05,0.9999838,1
1651,0.001204519,0.9987955,1
1652,1.14E-05,0.99998856,1
1653,3.45E-05,0.9999654,1
1654,0.016780855,0.9832191,1
1655,1.37E-05,0.9999863,1
1656,1.37E-05,0.9999863,1
1657,1.67E-05,0.9999833,1
1658,1.27E-05,0.99998724,1
1659,3.87E-07,0.99999964,1
1660,3.31E-07,0.99999964,1
1661,1.31E-05,0.9999869,1
1662,1.31E-05,0.9999869,1
1663,7.83E-06,0.99999213,1
1664,0.000633179,0.9993668,1
1665,0.001640823,0.99835914,1
1666,4.75E-07,0.9999995,1
1667,4.13E-07,0.99999964,1
1668,3.57E-06,0.9999964,1
1669,1.32E-06,0.9999987,1
1670,5.32E-05,0.9999467,1
1671,5.34E-06,0.99999464,1
1672,5.34E-06,0.99999464,1
1673,1.26E-05,0.9999875,1
1674,4.72E-07,0.9999995,1
1675,1.34E-05,0.9999865,1
1676,2.87E-06,0.99999714,1
1677,0.001372404,0.99862766,1
1678,2.42E-07,0.99999976,1
1679,9.58E-06,0.99999046,1
1680,0.000463931,0.99953604,1
1681,2.27E-05,0.99997735,1
1682,3.22E-05,0.9999678,1
1683,6.89E-05,0.9999311,1
1684,3.03E-05,0.9999697,1
1685,0.000784282,0.9992157,1
1686,9.91E-06,0.9999901,1
1687,6.75E-05,0.9999325,1
1688,4.68E-07,0.9999995,1
1689,1.77E-05,0.99998236,1
1690,1.96E-05,0.99998033,1
1691,3.71E-06,0.9999963,1
1692,7.61E-05,0.9999238,1
1693,5.89E-05,0.9999411,1
1694,1.08E-05,0.9999893,1
1695,0.000582166,0.9994179,1
1696,0.000582166,0.9994179,1
1697,0.000582166,0.9994179,1
1698,0.000582166,0.9994179,1
1699,0.001011862,0.9989881,1
1700,0.000580641,0.99941933,1
1701,0.00045798,0.999542,1
1702,0.000371402,0.99962854,1
1703,0.000371402,0.99962854,1
1704,0.000371402,0.99962854,1
1705,0.000543386,0.9994566,1
1706,0.000543386,0.9994566,1
1707,0.000543386,0.9994566,1
1708,0.000543386,0.9994566,1
1709,3.87E-05,0.9999614,1
1710,1.89E-05,0.99998116,1
1711,0.000123022,0.999877,1
1712,4.60E-07,0.9999995,1
1713,1.01E-05,0.99999,1
1714,0.00084702,0.999153,1
1715,0.00084702,0.999153,1
1716,0.00084702,0.999153,1
1717,0.00084702,0.999153,1
1718,6.66E-05,0.9999335,1
1719,4.29E-05,0.9999571,1
1720,3.03E-05,0.9999697,1
1721,4.20E-06,0.9999958,1
1722,0.000576972,0.999423,1
1723,0.000576972,0.999423,1
1724,0.000576972,0.999423,1
1725,0.000576972,0.999423,1
1726,0.00113311,0.9988669,1
1727,0.000571564,0.99942845,1
1728,0.000436696,0.9995633,1
1729,0.000347193,0.99965286,1
1730,0.000347193,0.99965286,1
1731,0.000347193,0.99965286,1
1732,3.40E-07,0.99999964,1
1733,2.35E-05,0.9999765,1
1734,7.58E-06,0.9999924,1
1735,4.09E-06,0.99999595,1
1736,4.28E-06,0.9999957,1
1737,3.76E-07,0.99999964,1
1738,3.76E-07,0.99999964,1
1739,0.07533346,0.9246665,1
1740,0.15747418,0.8425258,1
1741,0.000114128,0.9998859,1
1742,0.000114128,0.9998859,1
1743,0.000114128,0.9998859,1
1744,0.000114128,0.9998859,1
1745,0.000114128,0.9998859,1
1746,0.000114128,0.9998859,1
1747,0.000114933,0.9998851,1
1748,0.000114933,0.9998851,1
1749,1.82E-05,0.99998176,1
1750,9.69E-06,0.99999034,1
1751,1.10E-05,0.99998903,1
1752,1.16E-05,0.99998844,1
1753,1.98E-05,0.9999802,1
1754,0.000312336,0.9996877,1
1755,0.000139902,0.99986005,1
1756,1.84E-07,0.99999976,1
1757,0.000108786,0.99989116,1
1758,0.000247545,0.99975246,1
1759,0.000247545,0.99975246,1
1760,4.64E-06,0.99999535,1
1761,0.000295103,0.9997049,1
1762,1.76E-06,0.9999982,1
1763,1.77E-07,0.9999999,1
1764,3.51E-05,0.99996483,1
1765,2.13E-06,0.99999785,1
1766,0.001961587,0.9980385,1
1767,7.14E-05,0.9999286,1
1768,4.70E-05,0.9999529,1
1769,0.000167265,0.99983275,1
1770,4.79E-05,0.9999521,1
1771,0.08438224,0.91561776,1
1772,2.27E-06,0.99999774,1
1773,0.000290928,0.99970907,1
1774,9.85E-06,0.9999901,1
1775,0.000471826,0.99952817,1
1776,3.49E-07,0.99999964,1
1777,0.002667952,0.9973321,1
1778,0.000505644,0.9994943,1
1779,0.000505644,0.9994943,1
1780,0.005757849,0.99424213,1
1781,1.85E-06,0.9999981,1
1782,7.66E-05,0.99992335,1
1783,5.80E-07,0.9999994,1
1784,1.66E-06,0.99999833,1
1785,2.12E-05,0.9999788,1
1786,5.03E-06,0.999995,1
1787,1.16E-06,0.9999988,1
1788,8.98E-06,0.99999106,1
1789,0.000108152,0.9998919,1
1790,0.000108152,0.9998919,1
1791,4.69E-07,0.9999995,1
1792,3.59E-05,0.9999641,1
1793,3.59E-05,0.9999641,1
1794,3.04E-05,0.9999696,1
1795,3.59E-05,0.9999641,1
1796,3.04E-07,0.99999964,1
1797,1.57E-06,0.99999845,1
1798,9.86E-07,0.99999905,1
1799,1.75E-05,0.9999825,1
1800,1.10E-06,0.9999989,1
1801,0.000328787,0.9996712,1
1802,3.56E-05,0.99996436,1
1803,3.56E-05,0.99996436,1
1804,3.56E-05,0.99996436,1
1805,8.65E-05,0.9999136,1
1806,8.41E-05,0.99991584,1
1807,8.41E-05,0.99991584,1
1808,0.000180694,0.99981934,1
1809,0.002474852,0.99752516,1
1810,0.001679206,0.99832076,1
1811,3.21E-05,0.9999678,1
1812,0.00369908,0.99630094,1
1813,1.83E-06,0.9999982,1
1814,7.43E-07,0.9999993,1
1815,4.35E-05,0.9999565,1
1816,1.04E-05,0.9999895,1
1817,2.71E-05,0.9999728,1
1818,0.09742461,0.9025754,1
1819,0.9056614,0.094338655,1
1820,6.99E-07,0.9999993,1
1821,3.93E-06,0.99999607,1
1822,7.02E-05,0.9999298,1
1823,0.001453784,0.99854624,1
1824,4.74E-07,0.9999995,1
1825,7.83E-07,0.99999917,1
1826,6.02E-06,0.99999404,1
1827,0.000177011,0.99982303,1
1828,8.65E-05,0.9999136,1
1829,0.006866902,0.9931331,1
1830,3.09E-06,0.9999969,1
1831,7.07E-06,0.99999297,1
1832,1.71E-05,0.99998295,1
1833,0.000155561,0.99984443,1
1834,0.004651479,0.9953485,1
1835,7.16E-05,0.99992836,1
1836,2.86E-05,0.9999714,1
1837,4.44E-05,0.99995553,1
1838,0.001750352,0.9982496,1
1839,7.94E-05,0.9999206,1
1840,3.02E-05,0.9999697,1
1841,3.27E-06,0.9999968,1
1842,3.27E-06,0.9999968,1
1843,3.38E-07,0.99999964,1
1844,3.30E-07,0.99999964,1
1845,1.33E-06,0.9999987,1
1846,3.36E-05,0.9999664,1
1847,1.74E-05,0.9999826,1
1848,1.74E-05,0.9999826,1
1849,1.21E-05,0.99998796,1
1850,9.00E-05,0.99991,1
1851,0.005247853,0.99475217,1
1852,4.09E-06,0.99999595,1
1853,7.25E-05,0.9999274,1
1854,6.47E-05,0.9999354,1
1855,7.71E-07,0.9999993,1
1856,1.60E-07,0.9999999,1
1857,5.47E-05,0.9999453,1
1858,1.31E-05,0.9999869,1
1859,6.98E-06,0.99999297,1
1860,8.02E-05,0.9999198,1
1861,6.39E-07,0.9999994,1
1862,5.33E-07,0.9999995,1
1863,9.75E-07,0.99999905,1
1864,1.00E-05,0.99999,1
1865,0.000751052,0.9992489,1
1866,0.000751052,0.9992489,1
1867,5.08E-07,0.9999995,1
1868,2.36E-05,0.9999764,1
1869,0.007119851,0.99288017,1
1870,5.29E-05,0.9999472,1
1871,0.000367139,0.99963284,1
1872,1.74E-06,0.9999982,1
1873,1.95E-06,0.9999981,1
1874,1.95E-06,0.9999981,1
1875,7.01E-07,0.9999993,1
1876,7.01E-07,0.9999993,1
1877,9.15E-06,0.9999908,1
1878,6.99E-05,0.99993,1
1879,0.009014851,0.99098516,1
1880,0.009014851,0.99098516,1
1881,7.79E-05,0.99992216,1
1882,0.000143271,0.9998567,1
1883,0.000501244,0.9994987,1
1884,6.56E-05,0.99993443,1
1885,8.76E-07,0.99999917,1
1886,5.62E-05,0.99994385,1
1887,8.77E-06,0.9999912,1
1888,8.77E-06,0.9999912,1
1889,0.000187091,0.9998129,1
1890,0.000202388,0.99979764,1
1891,0.003518642,0.9964813,1
1892,0.074391924,0.92560804,1
1893,1.50E-05,0.999985,1
1894,1.50E-05,0.999985,1
1895,9.62E-05,0.9999038,1
1896,4.08E-05,0.99995923,1
1897,4.05E-05,0.99995947,1
1898,5.52E-07,0.9999994,1
1899,4.20E-07,0.9999995,1
1900,2.84E-06,0.99999714,1
1901,0.001376246,0.9986237,1
1902,2.84E-06,0.99999714,1
1903,0.06296203,0.937038,1
1904,0.06296203,0.937038,1
1905,0.06296203,0.937038,1
1906,8.62E-05,0.9999138,1
1907,4.80E-06,0.99999523,1
1908,3.12E-05,0.99996877,1
1909,3.63E-05,0.99996364,1
1910,0.06325935,0.93674064,1
1911,5.68E-07,0.9999994,1
1912,0.093525164,0.9064748,1
1913,0.001719639,0.9982804,1
1914,0.000816249,0.9991837,1
1915,2.09E-05,0.99997914,1
1916,2.03E-05,0.99997973,1
1917,6.88E-07,0.9999993,1
1918,1.09E-05,0.99998903,1
1919,0.000153653,0.99984634,1
1920,1.04E-05,0.9999896,1
1921,0.000343438,0.99965656,1
1922,0.007706753,0.99229324,1
1923,0.003447491,0.99655247,1
1924,1.09E-05,0.99998903,1
1925,9.98E-05,0.9999002,1
1926,8.65E-05,0.9999136,1
1927,2.12E-05,0.9999789,1
1928,0.000131236,0.99986875,1
1929,2.07E-05,0.99997926,1
1930,3.85E-06,0.9999962,1
1931,0.000220737,0.9997793,1
1932,0.000162339,0.99983764,1
1933,1.01E-05,0.99998987,1
1934,0.000217395,0.9997826,1
1935,8.38E-05,0.9999162,1
1936,5.66E-05,0.9999434,1
1937,7.28E-07,0.9999993,1
1938,8.84E-05,0.99991155,1
1939,5.18E-07,0.9999995,1
1940,3.88E-07,0.99999964,1
1941,0.000412985,0.999587,1
1942,0.000937112,0.99906296,1
1943,6.40E-05,0.999936,1
1944,6.40E-05,0.999936,1
1945,0.000785221,0.99921477,1
1946,2.98E-05,0.9999702,1
1947,2.79E-06,0.99999726,1
1948,1.47E-06,0.99999857,1
1949,1.36E-05,0.9999864,1
1950,6.69E-06,0.9999933,1
1951,4.17E-05,0.9999583,1
1952,7.17E-05,0.99992824,1
1953,0.000131674,0.9998683,1
1954,0.00223852,0.9977615,1
1955,9.54E-05,0.9999045,1
1956,0.000123227,0.99987674,1
1957,0.000158146,0.9998418,1
1958,0.000158146,0.9998418,1
1959,3.34E-05,0.9999666,1
1960,0.000135168,0.9998648,1
1961,1.93E-05,0.9999807,1
1962,0.000289548,0.9997104,1
1963,8.74E-06,0.9999913,1
1964,5.54E-07,0.9999994,1
1965,0.000271437,0.9997285,1
1966,1.95E-05,0.99998057,1
1967,6.19E-06,0.9999938,1
1968,0.000106381,0.99989367,1
1969,0.000106381,0.99989367,1
1970,0.000106381,0.99989367,1
1971,0.002891941,0.99710804,1
1972,0.10213733,0.8978627,1
1973,0.000305141,0.99969494,1
1974,0.00102832,0.9989717,1
1975,0.00102832,0.9989717,1
1976,0.000852158,0.9991478,1
1977,0.000805817,0.9991942,1
1978,3.68E-05,0.99996316,1
1979,7.99E-05,0.9999201,1
1980,0.000948053,0.999052,1
1981,0.099535786,0.9004642,1
1982,6.55E-05,0.99993443,1
1983,0.00038811,0.9996119,1
1984,0.000305141,0.99969494,1
1985,0.07346302,0.926537,1
1986,0.001624994,0.99837494,1
1987,0.001304666,0.9986953,1
1988,3.67E-05,0.9999633,1
1989,0.005471355,0.9945286,1
1990,2.10E-05,0.999979,1
1991,0.000223852,0.9997762,1
1992,4.60E-05,0.999954,1
1993,0.00135385,0.9986462,1
1994,2.10E-05,0.999979,1
1995,0.000199249,0.99980074,1
1996,1.53E-05,0.99998474,1
1997,0.000182969,0.9998171,1
1998,3.38E-05,0.99996626,1
1999,0.011979393,0.9880206,1
2000,0.004778152,0.9952219,1
2001,0.000211021,0.99978894,1
2002,0.000116267,0.9998838,1
2003,4.92E-05,0.99995077,1
2004,3.49E-07,0.99999964,1
2005,1.36E-05,0.9999864,1
2006,1.40E-05,0.99998605,1
2007,6.85E-05,0.99993145,1
2008,6.83E-07,0.9999993,1
2009,4.95E-07,0.9999995,1
2010,0.000691802,0.9993082,1
2011,0.7724937,0.22750634,1
2012,1.88E-06,0.9999981,1
2013,0.000691802,0.9993082,1
2014,4.23E-06,0.9999957,1
2015,4.86E-05,0.99995136,1
2016,0.000120563,0.9998795,1
2017,1.52E-05,0.99998486,1
2018,0.000104781,0.9998952,1
2019,0.000513396,0.99948657,1
2020,0.000691802,0.9993082,1
2021,0.000644134,0.99935585,1
2022,5.23E-07,0.9999995,1
2023,0.005292829,0.99470717,1
2024,1.56E-06,0.99999845,1
2025,1.64E-05,0.99998355,1
2026,0.000197188,0.9998029,1
2027,0.93254846,0.06745161,1
2028,0.011551406,0.98844856,1
2029,1.52E-05,0.99998486,1
2030,2.29E-05,0.9999771,1
2031,0.003717658,0.9962824,1
2032,0.00285749,0.9971425,1
2033,7.48E-05,0.99992526,1
2034,4.96E-07,0.9999995,1
2035,2.01E-06,0.999998,1
2036,1.98E-05,0.9999802,1
2037,8.14E-05,0.9999186,1
2038,0.1036022,0.89639777,1
2039,1.12E-05,0.9999888,1
2040,1.41E-06,0.99999857,1
2041,0.000142423,0.99985754,1
2042,0.005724662,0.9942754,1
2043,0.98346806,0.016531913,1
2044,2.40E-05,0.99997604,1
2045,0.068609,0.93139094,1
2046,6.48E-07,0.9999994,1
2047,8.57E-07,0.99999917,1
2048,1.48E-05,0.9999852,1
2049,9.13E-06,0.9999908,1
2050,3.07E-07,0.99999964,1
2051,0.002587839,0.99741215,1
2052,0.33188745,0.6681125,1
2053,0.000142423,0.99985754,1
2054,2.72E-05,0.9999728,1
2055,3.33E-05,0.9999666,1
2056,0.000379517,0.99962044,1
2057,0.000393166,0.9996069,1
2058,1.09E-05,0.99998903,1
2059,0.000194486,0.9998055,1
2060,0.000149868,0.99985015,1
2061,4.21E-07,0.9999995,1
2062,1.21E-06,0.9999988,1
2063,1.96E-06,0.9999981,1
2064,2.38E-06,0.9999976,1
2065,1.08E-06,0.9999989,1
2066,1.08E-06,0.9999989,1
2067,0.004074537,0.9959254,1
2068,5.93E-07,0.9999994,1
2069,6.32E-07,0.9999994,1
2070,5.83E-07,0.9999994,1
2071,0.001584127,0.9984158,1
2072,0.001043326,0.9989567,1
2073,0.000869799,0.9991302,1
2074,6.75E-07,0.9999993,1
2075,5.25E-05,0.9999474,1
2076,0.000110979,0.999889,1
2077,0.000110979,0.999889,1
2078,2.50E-05,0.99997497,1
2079,5.14E-05,0.9999486,1
2080,5.14E-05,0.9999486,1
2081,5.14E-05,0.9999486,1
2082,4.47E-05,0.9999553,1
2083,4.47E-05,0.9999553,1
2084,4.47E-05,0.9999553,1
2085,4.47E-05,0.9999553,1
2086,0.008378029,0.991622,1
2087,0.008378029,0.991622,1
2088,4.93E-05,0.99995077,1
2089,5.22E-05,0.9999478,1
2090,0.000172387,0.9998276,1
2091,5.88E-06,0.99999416,1
2092,5.21E-06,0.99999475,1
2093,7.49E-06,0.9999925,1
2094,2.18E-05,0.9999783,1
2095,0.000340856,0.9996592,1
2096,0.000894415,0.9991055,1
2097,0.000173063,0.99982697,1
2098,1.19E-06,0.9999988,1
2099,2.86E-07,0.99999976,1
2100,0.040984575,0.9590155,1
2101,5.16E-05,0.9999484,1
2102,3.55E-07,0.99999964,1
2103,3.55E-07,0.99999964,1
2104,2.78E-06,0.99999726,1
2105,3.14E-06,0.9999969,1
2106,3.14E-06,0.9999969,1
2107,4.46E-07,0.9999995,1
2108,4.46E-07,0.9999995,1
2109,4.46E-07,0.9999995,1
2110,4.46E-07,0.9999995,1
2111,4.46E-07,0.9999995,1
2112,6.14E-07,0.9999994,1
2113,6.14E-07,0.9999994,1
2114,6.14E-07,0.9999994,1
2115,6.14E-07,0.9999994,1
2116,6.14E-07,0.9999994,1
2117,0.007213748,0.9927862,1
2118,2.25E-05,0.99997747,1
2119,0.001703883,0.9982961,1
2120,3.34E-05,0.9999666,1
2121,0.000142908,0.99985707,1
2122,5.95E-06,0.99999404,1
2123,3.56E-07,0.99999964,1
2124,4.17E-07,0.9999995,1
2125,4.17E-07,0.9999995,1
2126,9.73E-05,0.9999027,1
2127,9.38E-05,0.9999062,1
2128,0.000196521,0.9998035,1
2129,1.62E-05,0.9999838,1
2130,3.46E-05,0.9999653,1
2131,0.000148797,0.9998512,1
2132,1.01E-05,0.99998987,1
2133,6.72E-06,0.9999933,1
2134,2.83E-05,0.99997175,1
2135,1.39E-05,0.9999862,1
2136,7.32E-07,0.9999993,1
2137,0.000429129,0.9995709,1
2138,1.67E-06,0.99999833,1
2139,1.67E-06,0.99999833,1
2140,9.00E-05,0.99991,1
2141,9.00E-05,0.99991,1
2142,0.8688907,0.13110931,1
2143,5.56E-05,0.99994445,1
2144,2.86E-05,0.9999714,1
2145,4.71E-05,0.9999529,1
2146,0.00069506,0.9993049,1
2147,8.59E-07,0.99999917,1
2148,8.59E-07,0.99999917,1
2149,5.55E-05,0.99994445,1
2150,5.55E-05,0.99994445,1
2151,0.002586717,0.99741334,1
2152,1.04E-05,0.9999896,1
2153,6.27E-06,0.9999937,1
2154,3.92E-07,0.99999964,1
2155,5.60E-07,0.9999994,1
2156,3.67E-07,0.99999964,1
2157,0.000127279,0.9998727,1
2158,4.46E-07,0.9999995,1
2159,2.28E-06,0.99999774,1
2160,2.62E-05,0.9999738,1
2161,0.000255603,0.99974436,1
2162,9.79E-06,0.9999902,1
2163,0.000245834,0.99975413,1
2164,2.30E-06,0.99999774,1
2165,1.48E-05,0.9999852,1
2166,0.00012343,0.9998765,1
2167,1.03E-05,0.99998975,1
2168,9.05E-07,0.99999905,1
2169,1.40E-06,0.99999857,1
2170,2.70E-05,0.99997294,1
2171,1.59E-06,0.99999845,1
2172,1.25E-06,0.9999988,1
2173,0.000148336,0.9998516,1
2174,8.12E-06,0.9999919,1
2175,3.23E-05,0.9999677,1
2176,0.00011453,0.99988544,1
2177,1.40E-06,0.99999857,1
2178,0.000253507,0.9997465,1
2179,5.00E-05,0.99994993,1
2180,6.62E-05,0.9999337,1
2181,6.62E-05,0.9999337,1
2182,5.51E-05,0.9999449,1
2183,6.62E-05,0.9999337,1
2184,6.28E-07,0.9999994,1
2185,1.24E-06,0.9999988,1
2186,1.24E-06,0.9999988,1
2187,4.71E-05,0.9999529,1
2188,4.71E-05,0.9999529,1
2189,5.44E-07,0.9999994,1
2190,9.85E-06,0.9999901,1
2191,4.16E-06,0.9999958,1
2192,3.18E-07,0.99999964,1
2193,0.000261641,0.9997384,1
2194,2.91E-07,0.99999976,1
2195,2.86E-07,0.99999976,1
2196,8.55E-05,0.9999145,1
2197,8.55E-05,0.9999145,1
2198,0.000124847,0.9998752,1
2199,9.37E-05,0.9999063,1
2200,0.000161685,0.99983823,1
2201,0.000466358,0.99953365,1
2202,0.000466358,0.99953365,1
2203,0.000466358,0.99953365,1
2204,1.22E-06,0.9999988,1
2205,5.24E-06,0.99999475,1
2206,4.26E-06,0.9999957,1
2207,4.26E-06,0.9999957,1
2208,4.26E-06,0.9999957,1
2209,4.26E-06,0.9999957,1
2210,2.00E-05,0.99998,1
2211,1.59E-05,0.99998415,1
2212,0.000293431,0.99970657,1
2213,0.000129703,0.9998703,1
2214,0.000129703,0.9998703,1
2215,1.73E-05,0.9999827,1
2216,3.84E-05,0.9999616,1
2217,0.000142261,0.99985766,1
2218,6.60E-05,0.99993396,1
2219,1.15E-05,0.99998844,1
2220,1.15E-05,0.99998844,1
2221,1.15E-05,0.99998844,1
2222,7.21E-05,0.9999279,1
2223,0.008650268,0.9913497,1
2224,3.13E-07,0.99999964,1
2225,1.09E-05,0.99998903,1
2226,0.000439509,0.99956053,1
2227,1.94E-06,0.9999981,1
2228,1.94E-06,0.9999981,1
2229,1.94E-06,0.9999981,1
2230,1.94E-06,0.9999981,1
2231,1.94E-06,0.9999981,1
2232,0.022282664,0.9777173,1
2233,0.003644183,0.9963559,1
2234,3.68E-05,0.9999633,1
2235,3.68E-05,0.9999633,1
2236,3.68E-05,0.9999633,1
2237,4.24E-05,0.99995756,1
2238,0.000379855,0.9996201,1
2239,0.007387865,0.9926122,1
2240,0.00022043,0.9997795,1
2241,0.000202497,0.9997975,1
2242,2.05E-05,0.9999795,1
2243,2.00E-05,0.99998,1
2244,1.05E-05,0.9999895,1
2245,2.21E-05,0.99997795,1
2246,5.86E-05,0.99994147,1
2247,4.37E-05,0.99995637,1
2248,1.81E-06,0.9999982,1
2249,4.49E-06,0.99999547,1
2250,1.28E-05,0.99998724,1
2251,0.000157272,0.99984264,1
2252,0.0002035,0.99979657,1
2253,0.000555497,0.99944454,1
2254,0.000555497,0.99944454,1
2255,0.000211899,0.9997881,1
2256,0.000211899,0.9997881,1
2257,0.002421127,0.9975789,1
2258,0.00119146,0.9988085,1
2259,0.00119146,0.9988085,1
2260,6.34E-07,0.9999994,1
2261,4.08E-05,0.99995923,1
2262,0.001085841,0.9989141,1
2263,2.62E-05,0.9999738,1
2264,2.62E-05,0.9999738,1
2265,3.32E-05,0.99996674,1
2266,0.002777148,0.9972229,1
2267,0.000233931,0.99976605,1
2268,0.0002197,0.99978036,1
2269,4.46E-06,0.9999956,1
2270,3.48E-06,0.99999654,1
2271,3.48E-06,0.99999654,1
2272,9.94E-07,0.99999905,1
2273,3.51E-06,0.99999654,1
2274,6.40E-06,0.99999356,1
2275,1.99E-06,0.999998,1
2276,5.47E-07,0.9999994,1
2277,1.30E-05,0.999987,1
2278,7.76E-06,0.99999225,1
2279,2.73E-05,0.9999727,1
2280,8.51E-07,0.99999917,1
2281,5.91E-05,0.9999409,1
2282,0.000339049,0.99966097,1
2283,5.41E-07,0.9999994,1
2284,8.35E-07,0.99999917,1
2285,3.17E-07,0.99999964,1
2286,3.61E-07,0.99999964,1
2287,4.85E-07,0.9999995,1
2288,2.77E-07,0.99999976,1
2289,1.34E-05,0.9999865,1
2290,8.31E-07,0.99999917,1
2291,1.75E-05,0.9999825,1
2292,1.75E-05,0.9999825,1
2293,1.75E-05,0.9999825,1
2294,1.73E-05,0.9999827,1
2295,1.73E-05,0.9999827,1
2296,2.96E-05,0.99997044,1
2297,0.000499248,0.99950075,1
2298,1.97E-05,0.99998033,1
2299,1.97E-05,0.99998033,1
2300,2.34E-05,0.99997663,1
2301,4.35E-05,0.9999565,1
2302,7.00E-06,0.99999297,1
2303,4.21E-05,0.9999579,1
2304,4.21E-05,0.9999579,1
2305,3.63E-05,0.99996376,1
2306,1.17E-05,0.9999883,1
2307,2.55E-05,0.9999745,1
2308,2.55E-05,0.9999745,1
2309,2.55E-05,0.9999745,1
2310,4.46E-07,0.9999995,1
2311,9.74E-07,0.99999905,1
2312,0.000816628,0.99918336,1
2313,0.000147157,0.9998528,1
2314,0.000147157,0.9998528,1
2315,0.000147157,0.9998528,1
2316,0.000131046,0.999869,1
2317,7.23E-05,0.99992764,1
2318,5.47E-05,0.9999453,1
2319,0.0007807,0.9992193,1
2320,0.0007807,0.9992193,1
2321,0.0007807,0.9992193,1
2322,0.0007807,0.9992193,1
2323,0.0007807,0.9992193,1
2324,4.10E-07,0.99999964,1
2325,2.85E-07,0.99999976,1
2326,2.85E-07,0.99999976,1
2327,4.36E-07,0.9999995,1
2328,4.36E-07,0.9999995,1
2329,1.12E-05,0.9999888,1
2330,0.3789368,0.6210632,1
2331,9.95E-06,0.9999901,1
2332,1.88E-06,0.9999981,1
2333,0.000248248,0.99975175,1
2334,0.000113005,0.999887,1
2335,0.000130021,0.99986994,1
2336,0.000132416,0.99986756,1
2337,0.009230444,0.99076957,1
2338,4.41E-06,0.9999956,1
2339,6.91E-07,0.9999993,1
2340,0.000450093,0.9995499,1
2341,1.24E-05,0.9999876,1
2342,0.000134234,0.9998658,1
2343,0.000134234,0.9998658,1
2344,0.000134234,0.9998658,1
2345,0.000134234,0.9998658,1
2346,0.000134234,0.9998658,1
2347,0.000176201,0.99982387,1
2348,5.70E-05,0.9999429,1
2349,0.000419229,0.9995808,1
2350,0.000271611,0.9997284,1
2351,0.000209609,0.9997904,1
2352,3.61E-05,0.999964,1
2353,3.73E-05,0.9999627,1
2354,5.60E-05,0.999944,1
2355,5.38E-06,0.99999464,1
2356,5.48E-06,0.9999945,1
2357,2.48E-06,0.9999975,1
2358,1.01E-05,0.99998987,1
2359,1.20E-05,0.9999881,1
2360,5.71E-06,0.9999943,1
2361,5.11E-06,0.9999949,1
2362,2.80E-07,0.99999976,1
2363,0.000554305,0.99944574,1
2364,5.95E-07,0.9999994,1
2365,1.76E-06,0.9999982,1
2366,3.75E-07,0.99999964,1
2367,0.007724402,0.99227566,1
2368,0.000536279,0.99946374,1
2369,0.00026472,0.9997353,1
2370,3.58E-07,0.99999964,1
2371,1.83E-07,0.99999976,1
2372,3.72E-07,0.99999964,1
2373,1.77E-07,0.9999999,1
2374,5.72E-05,0.9999428,1
2375,5.53E-05,0.9999447,1
2376,0.008697354,0.9913026,1
2377,0.008697354,0.9913026,1
2378,0.000140607,0.99985933,1
2379,4.84E-07,0.9999995,1
2380,8.14E-05,0.9999186,1
2381,3.18E-07,0.99999964,1
2382,0.000626809,0.99937326,1
2383,3.91E-07,0.99999964,1
2384,0.000549451,0.9994505,1
2385,0.000221291,0.9997787,1
2386,0.000738713,0.9992613,1
2387,0.000738713,0.9992613,1
2388,0.000575059,0.99942493,1
2389,0.000372856,0.9996271,1
2390,0.000533654,0.99946636,1
2391,5.09E-06,0.9999949,1
2392,2.22E-05,0.9999778,1
2393,0.000248202,0.99975175,1
2394,0.000248202,0.99975175,1
2395,6.52E-05,0.9999348,1
2396,0.000988968,0.99901104,1
2397,0.000988968,0.99901104,1
2398,0.000988968,0.99901104,1
2399,0.000104921,0.9998951,1
2400,5.35E-07,0.9999995,1
2401,2.78E-07,0.99999976,1
2402,2.78E-07,0.99999976,1
2403,4.30E-05,0.99995697,1
2404,3.03E-06,0.999997,1
2405,5.47E-06,0.9999945,1
2406,5.22E-06,0.99999475,1
2407,2.45E-06,0.9999975,1
2408,6.53E-06,0.99999344,1
2409,6.78E-06,0.9999932,1
2410,2.70E-06,0.99999726,1
2411,2.54E-06,0.9999975,1
2412,2.54E-06,0.9999975,1
2413,6.19E-06,0.9999938,1
2414,8.60E-06,0.9999914,1
2415,8.60E-06,0.9999914,1
2416,0.000267459,0.99973255,1
2417,5.78E-05,0.9999422,1
2418,2.93E-06,0.999997,1
2419,0.000237682,0.99976236,1
2420,0.000237682,0.99976236,1
2421,0.001435191,0.9985648,1
2422,0.000236689,0.9997633,1
2423,0.000187543,0.9998124,1
2424,7.30E-05,0.99992704,1
2425,7.31E-05,0.9999269,1
2426,2.45E-05,0.99997544,1
2427,6.90E-06,0.9999931,1
2428,5.13E-05,0.99994874,1
2429,0.00786753,0.9921325,1
2430,3.34E-05,0.9999666,1
